Service Name;Service Code;Role;Region;2024 Q1_HC;2024 Q2_HC;2024 Q3_HC;2024 Q4_HC;2025 Q1_HC;2025 Q2_HC;2025 Q3_HC;2025 Q4_HC;2026 Q1_HC;2026 Q2_HC;2026 Q3_HC;2026 Q4_HC;2024 Q1_AD10;2024 Q2_AD10;2024 Q3_AD10;2024 Q4_AD10;2025 Q1_AD10;2025 Q2_AD10;2025 Q3_AD10;2025 Q4_AD10;2026 Q1_AD10;2026 Q2_AD10;2026 Q3_AD10;2026 Q4_AD10;2024 Q1_110A;2024 Q2_110A;2024 Q3_110A;2024 Q4_110A;2025 Q1_110A;2025 Q2_110A;2025 Q3_110A;2025 Q4_110A;2026 Q1_110A;2026 Q2_110A;2026 Q3_110A;2026 Q4_110A;2024 1Q_Tops_110A;2024 2Q_Tops_110A;2024 3Q_Tops_110A;2024 4Q_Tops_110A;2024 1Q_Tops_AD10;2024 2Q_Tops_AD10;2024 3Q_Tops_AD10;2024 4Q_Tops_AD10;2025 1Q_Tops_110A;2025 2Q_Tops_110A;2025 3Q_Tops_110A;2025 4Q_Tops_110A;2025 1Q_Tops_AD10;2025 2Q_Tops_AD10;2025 3Q_Tops_AD10;2025 4Q_Tops_AD10;2026 1Q_Tops_110A;2026 2Q_Tops_110A;2026 3Q_Tops_110A;2026 4Q_Tops_110A;2026 1Q_Tops_AD10;2026 2Q_Tops_AD10;2026 3Q_Tops_AD10;2026 4Q_Tops_AD10
SPAR;DB1503;AA; ;0.0;0.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
SPAR;DB1503;GM; ;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
STAT;BS1000;AA; ;0.0;0.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;4.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
STAT;BS1000;EXP; ;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
STAT;BS1000;GM; ;0.0;0.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TO;DB1500;AA; ;3.0;2.6666666666666665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TO;DB1500;EXP; ;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TO;DB1500;GM; ;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TO;DB1500;LM; ;4.0;3.6666666666666665;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TPO;DB1001;EXP; ;17.333333333333336;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;17.0;9.0;8.750733333333333;7.4848333333333334;9.8889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.759766666666666;13.794366666666667;13.993099999999998;4.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TPO;DB1001;GM; ;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
TPO;DB1001;LM; ;2.333333333333333;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
CDMS;DB1502;EXP; ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;3.0;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
